Research ID,-0,Left icon,Major tech,Right icon,IMD,-0,MsgName,StructName,CompName,CompType,ResearchPoints,keyTopic,Prereqs,Function results,Structure prereqs,Redundant structures,Structure results,Redundant components,Component results
R-DfU-BodyPoints2,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_DEFENCE,BLWALLH.PIE,0,RES_DF_HCW1,0,0,0,10628,0,1,1,0,0,0,0,0
R-DfU-BodyPoints3,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_DEFENCE,BLWALLH.PIE,0,RES_DF_HCW1,0,0,0,11691,0,1,1,0,0,0,0,0
R-DfU-BodyPoints4,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_DEFENCE,BLWALLH.PIE,0,RES_DF_HCW1,0,0,0,12860,0,1,1,0,0,0,0,0
R-DfU-BodyPoints5,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_DEFENCE,BLWALLH.PIE,0,RES_DF_HCW1,0,0,0,14146,0,1,1,0,0,0,0,0
R-HACK-Autorepair,Level One,0,0,IMAGE_RES_SYSTEMTECH,0,0,RES_DF_HCW1,FKRepairFacility,0,0,0,0,0,0,0,0,0,1,1
R-HACK-Bunker-Cannon,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKBunkerCannon,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Bunker-Cannon2,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKBunkerCannon2,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Bunker-Cannon3,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKBunkerCannon3,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Bunker-GrenadeLauncher,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKPitGrenadeLauncher,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Bunker-GrenadeLauncher2,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKPitGrenadeLauncher2,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Bunker-GrenadeLauncher3,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKPitGrenadeLauncher3,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Bunker-Machinegun,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKBunkerMG,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Bunker-Machinegun2,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKBunkerMG2,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Bunker-Machinegun3,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKBunkerMG3,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Hardpoint-Cannon,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKHardpointCannon,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Hardpoint-Cannon2,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKHardpointCannon2,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Hardpoint-Cannon3,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKHardpointCannon3,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Hardpoint-Machinegun,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKHardpointMG,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Hardpoint-Machinegun2,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKHardpointMG2,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Hardpoint-Machinegun3,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKHardpointMG3,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Site-AAAvengerSAM,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKAASiteAvengerSAM,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Site-AAAvengerSAM2,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKAASiteAvengerSAM2,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Site-AACyclone,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKAASiteCyclone,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Site-AACyclone2,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKAASiteCyclone2,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Site-AACyclone3,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKAASiteCyclone3,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Site-AAHurricane,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKAASiteHurricane,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Site-AAHurricane2,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKAASiteHurricane2,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Site-AAHurricane3,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKAASiteHurricane3,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Site-AAStormbringer,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKAASiteStormbringer,0,0,0,0,2,0,0,0,1,0,0
R-HACK-Site-AAStormbringer2,Level One,0,0,IMAGE_RES_DEFENCE,0,0,RES_DF_HCW1,FKAASiteStormbringer2,0,0,0,0,2,0,0,0,1,0,0
R-NRG1,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_POWERTECH,blpower4.pie,0,RES_DF_HCW1,0,0,0,7839,0,0,1,0,0,0,0,0
R-NRG10,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_POWERTECH,blpower4.pie,0,RES_DF_HCW1,0,0,0,12161,0,1,1,0,0,0,0,0
R-NRG2,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_POWERTECH,blpower4.pie,0,RES_DF_HCW1,0,0,0,8231,0,1,1,0,0,0,0,0
R-NRG3,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_POWERTECH,blpower4.pie,0,RES_DF_HCW1,0,0,0,8642,0,1,1,0,0,0,0,0
R-NRG4,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_POWERTECH,blpower4.pie,0,RES_DF_HCW1,0,0,0,9075,0,1,1,0,0,0,0,0
R-NRG5,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_POWERTECH,blpower4.pie,0,RES_DF_HCW1,0,0,0,9528,0,1,1,0,0,0,0,0
R-NRG6,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_POWERTECH,blpower4.pie,0,RES_DF_HCW1,0,0,0,10005,0,1,1,0,0,0,0,0
R-NRG7,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_POWERTECH,blpower4.pie,0,RES_DF_HCW1,0,0,0,10505,0,1,1,0,0,0,0,0
R-NRG8,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_POWERTECH,blpower4.pie,0,RES_DF_HCW1,0,0,0,11030,0,1,1,0,0,0,0,0
R-NRG9,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_POWERTECH,blpower4.pie,0,RES_DF_HCW1,0,0,0,11582,0,1,1,0,0,0,0,0
R-P-Hover,Level One,0,0,IMAGE_RES_DROIDTECH,0,0,RES_DF_HCW1,0,hover01,PROPULSION,6563,0,1,0,0,0,0,0,1
R-P-VTOL,Level One,0,0,IMAGE_RES_DROIDTECH,DPVTOL.PIE,0,RES_DF_HCW1,0,0,0,6563,0,1,0,0,0,2,0,1
R-RAU1,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_STRUCTURETECH,0,0,RES_DF_HCW1,FKRearmPad,0,0,6563,0,1,1,0,0,0,0,0
R-RAU2,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_STRUCTURETECH,0,0,RES_DF_HCW1,FKRearmPad,0,0,7219,0,1,1,0,0,0,0,0
R-RAU3,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_STRUCTURETECH,0,0,RES_DF_HCW1,FKRearmPad,0,0,7941,0,1,1,0,0,0,0,0
R-Repair,Level One,0,0,IMAGE_RES_SYSTEMTECH,0,0,RES_DF_HCW1,0,FKTankRepair,REPAIR,4375,0,0,0,0,0,0,0,2
R-Res1,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_COMPUTERTECH,blresch4.PIE,0,RES_DF_HCW1,0,0,0,8933,0,0,1,0,0,0,0,0
R-Res2,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_COMPUTERTECH,blresch4.PIE,0,RES_DF_HCW1,0,0,0,9826,0,1,1,0,0,0,0,0
R-Res3,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_COMPUTERTECH,blresch4.PIE,0,RES_DF_HCW1,0,0,0,10809,0,1,1,0,0,0,0,0
R-Res4,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_COMPUTERTECH,blresch4.PIE,0,RES_DF_HCW1,0,0,0,11889,0,1,1,0,0,0,0,0
R-Res5,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_COMPUTERTECH,blresch4.PIE,0,RES_DF_HCW1,0,0,0,13078,0,1,1,0,0,0,0,0
R-RpU1,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_SYSTEMTECH,0,0,RES_DF_HCW1,0,FKTankRepair,REPAIR,9935,0,1,1,0,0,0,0,0
R-RpU2,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_SYSTEMTECH,0,0,RES_DF_HCW1,0,FKTankRepair,REPAIR,10929,0,1,1,0,0,0,0,0
R-RpU3,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_SYSTEMTECH,0,0,RES_DF_HCW1,0,FKTankRepair,REPAIR,12022,0,1,1,0,0,0,0,0
R-SensorArtillery,Level One,0,0,IMAGE_RES_SYSTEMTECH,0,0,RES_DF_HCW1,0,FKArtillerySensor,SENSOR,5469,0,1,0,0,0,1,0,0
R-SensorCB,Level One,0,0,IMAGE_RES_SYSTEMTECH,0,0,RES_DF_HCW1,0,FKCBSensor,SENSOR,6563,0,1,0,0,0,1,0,0
R-SensorSurveillance,Level One,0,0,IMAGE_RES_SYSTEMTECH,0,0,RES_DF_HCW1,0,FKSurveillanceSensor,SENSOR,4375,0,0,0,0,0,1,0,1
R-SensorVTOL,Level One,0,0,IMAGE_RES_SYSTEMTECH,0,0,RES_DF_HCW1,0,FKVTOLSensor,SENSOR,6563,0,1,0,0,0,1,0,0
R-St-CmdRelayCentre,Level One,0,0,IMAGE_RES_STRUCTURETECH,0,0,RES_DF_HCW1,FKCmdRelayCentre,0,0,6563,0,1,0,0,0,1,0,1
R-St-RepairFacility,Level One,0,0,IMAGE_RES_STRUCTURETECH,0,0,RES_DF_HCW1,FKRepairFacility,0,0,5469,0,1,0,0,0,1,0,0
R-StU-Armours1,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_STRUCTURETECH,icmolql.pie,0,RES_DF_HCW1,0,0,0,9662,0,0,1,0,0,0,0,0
R-StU-Armours2,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_STRUCTURETECH,icmolql.pie,0,RES_DF_HCW1,0,0,0,10628,0,1,1,0,0,0,0,0
R-StU-Armours3,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_STRUCTURETECH,icmolql.pie,0,RES_DF_HCW1,0,0,0,11691,0,1,1,0,0,0,0,0
R-StU-Armours4,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_STRUCTURETECH,icmolql.pie,0,RES_DF_HCW1,0,0,0,12860,0,1,1,0,0,0,0,0
R-StU-Armours5,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_STRUCTURETECH,icmolql.pie,0,RES_DF_HCW1,0,0,0,14146,0,1,1,0,0,0,0,0
R-StU-BodyPoints1,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_STRUCTURETECH,icmolql.pie,0,RES_DF_HCW1,0,0,0,9662,0,0,1,0,0,0,0,0
R-StU-BodyPoints2,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_STRUCTURETECH,icmolql.pie,0,RES_DF_HCW1,0,0,0,10628,0,1,1,0,0,0,0,0
R-StU-BodyPoints3,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_STRUCTURETECH,icmolql.pie,0,RES_DF_HCW1,0,0,0,11691,0,1,1,0,0,0,0,0
R-StU-BodyPoints4,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_STRUCTURETECH,icmolql.pie,0,RES_DF_HCW1,0,0,0,12860,0,1,1,0,0,0,0,0
R-StU-BodyPoints5,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_STRUCTURETECH,icmolql.pie,0,RES_DF_HCW1,0,0,0,14146,0,1,1,0,0,0,0,0
R-U-CyborgTransport,Level One,0,0,IMAGE_RES_CYBORGTECH,0,0,RES_DF_HCW1,0,FKTransportBody,BODY,5469,0,2,0,0,0,0,0,1
R-W-ART-Howitzer,Level One,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,FKPitHowitzer,0,0,4375,0,1,0,0,0,1,0,0
R-W-ART-RocketBattery,Level One,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,FKPitRockets,0,0,4375,0,1,0,0,0,1,0,0
R-W-FF-AAHurricane,Level One,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-FF-AAHurricane,WEAPON,4375,0,1,0,0,0,0,0,1
R-W-FF-Machinegun,Level One,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-FF-Machinegun-Structure,WEAPON,4375,0,0,0,0,0,0,0,3
R-W-HOT-AAStormbringer,Level One,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-AAStormbringer,WEAPON,4375,0,1,0,0,0,0,0,1
R-W-HOT-BombThermite,Level One,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-BombThermite,WEAPON,4375,0,2,0,0,0,0,0,1
R-W-HOT-Flamethrower,Level One,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-Flamethrower,WEAPON,4375,0,0,0,0,0,0,0,0
R-W-HOT-HowitzerIncendiary,Level One,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,FKPitHowitzerIncendiary,0,0,4375,0,2,0,0,0,1,0,0
R-W-HOT-Laser,Level One,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-Laser,WEAPON,4375,0,0,0,0,0,0,0,1
R-W-MIS-AAAvengerSAM,Level One,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-MIS-AAAvengerSAM,WEAPON,4375,0,1,0,0,0,0,0,1
R-W-MIS-Lancer,Level One,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-MIS-Lancer-VTOL,WEAPON,4375,0,2,0,0,0,0,0,1
R-W-MIS-ScourgeMissile,Level One,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-MIS-ScourgeMissile,WEAPON,4375,0,0,0,0,0,0,0,1
R-W-SF-AACyclone,Level One,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-AACyclone,WEAPON,4375,0,1,0,0,0,0,0,1
R-W-SF-BombHeavy,Level One,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-BombHeavy,WEAPON,4375,0,2,0,0,0,0,0,1
R-W-SF-Cannon,Level One,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-Cannon-Structure,WEAPON,4375,0,1,0,0,0,0,0,2
R-W-SF-Railgun,Level One,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-Railgun,WEAPON,4375,0,0,0,0,0,0,0,1
R-W-SPL-BombCluster,Level One,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SPL-BombCluster,WEAPON,4375,0,2,0,0,0,0,0,1
R-W-SPL-GrenadeLauncher,Level One,0,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SPL-GrenadeLauncher-TankStructure,WEAPON,4375,0,1,0,0,0,0,0,1
R-WU-AAAvengerSAM-ACC1,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-MIS-AAAvengerSAM,WEAPON,5196,0,1,1,0,0,0,0,0
R-WU-AAAvengerSAM-ACC2,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-MIS-AAAvengerSAM,WEAPON,5715,0,1,1,0,0,0,0,0
R-WU-AAAvengerSAM-ACC3,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-MIS-AAAvengerSAM,WEAPON,6287,0,1,1,0,0,0,0,0
R-WU-AAAvengerSAM-ACC4,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-MIS-AAAvengerSAM,WEAPON,6915,0,1,1,0,0,0,0,0
R-WU-AAAvengerSAM-ACC5,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-MIS-AAAvengerSAM,WEAPON,7607,0,1,1,0,0,0,0,0
R-WU-AAAvengerSAM-ACC6,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-MIS-AAAvengerSAM,WEAPON,8367,0,1,1,0,0,0,0,0
R-WU-AAAvengerSAM-ACC7,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-MIS-AAAvengerSAM,WEAPON,9204,0,1,1,0,0,0,0,0
R-WU-AAAvengerSAM-DMG1,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-MIS-AAAvengerSAM,WEAPON,8021,0,1,1,0,0,0,0,0
R-WU-AAAvengerSAM-DMG2,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-MIS-AAAvengerSAM,WEAPON,8823,0,1,1,0,0,0,0,0
R-WU-AAAvengerSAM-DMG3,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-MIS-AAAvengerSAM,WEAPON,9706,0,1,1,0,0,0,0,0
R-WU-AAAvengerSAM-DMG4,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-MIS-AAAvengerSAM,WEAPON,10676,0,1,1,0,0,0,0,0
R-WU-AAAvengerSAM-DMG5,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-MIS-AAAvengerSAM,WEAPON,11744,0,1,1,0,0,0,0,0
R-WU-AAAvengerSAM-ROF1,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-MIS-AAAvengerSAM,WEAPON,8021,0,1,1,0,0,0,0,0
R-WU-AAAvengerSAM-ROF2,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-MIS-AAAvengerSAM,WEAPON,8823,0,1,1,0,0,0,0,0
R-WU-AAAvengerSAM-ROF3,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-MIS-AAAvengerSAM,WEAPON,9706,0,1,1,0,0,0,0,0
R-WU-AAAvengerSAM-ROF4,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-MIS-AAAvengerSAM,WEAPON,10676,0,1,1,0,0,0,0,0
R-WU-AAAvengerSAM-ROF5,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-MIS-AAAvengerSAM,WEAPON,11744,0,1,1,0,0,0,0,0
R-WU-AAAvengerSAM-SPE1,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-MIS-AAAvengerSAM,WEAPON,10938,0,1,0,0,0,0,1,1
R-WU-AACyclone-ACC1,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-AACyclone,WEAPON,8021,0,1,1,0,0,0,0,0
R-WU-AACyclone-ACC2,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-AACyclone,WEAPON,8823,0,1,1,0,0,0,0,0
